trip_id,rider_id,driver_id,vehicle_type,trip_fare,day_type,rating,wait_time,trip_duration
101473,1282,5051,Economy,22.66,Weekday,Not given,12,18
101474,1405,5052,Economy,53.94,Weekday,2,15,54
101475,1472,5001,Economy,26.56,Weekday,4,14,53
101476,1269,5004,Economy,55.16,Weekend,Not given,13,35
101477,1272,5094,Shared,64.06,Weekend,3,4,41
101478,1347,5067,Shared,40.98,Weekday,4,6,48
101479,1101,5095,SUV,57.02,Weekday,4,3,38
101480,1447,5031,Premium,45.86,Weekend,4,5,64
101481,1278,5017,Shared,7.23,Weekday,4,18,28
101482,1166,5071,Premium,8.45,Weekday,4,21,36
101483,1295,5080,Economy,15.28,Weekday,Not given,15,23
101484,1146,5034,Economy,20.95,Weekday,4,19,70
101485,1413,5039,Economy,57.63,Weekend,4,11,23
101486,1114,5013,Economy,23.36,Weekend,5,17,37
101487,1498,5053,Economy,48.58,Weekend,Not given,21,15
101488,1198,5026,Economy,12.14,Weekend,Not given,22,64
101489,1269,5094,Economy,35.36,Weekend,3,24,28
101490,1206,5008,Economy,54.93,Weekday,Not given,3,37
101491,1321,5028,Economy,54.0,Weekend,2,11,58
101492,1038,5018,Economy,21.12,Weekend,2,17,44
101493,1322,5014,Economy,24.68,Weekend,3,15,23
101494,1044,5054,Economy,55.6,Weekday,5,21,43
101495,1329,5090,SUV,53.66,Weekend,5,8,20
101496,1232,5089,Economy,8.89,Weekday,4,17,11
101497,1350,5023,Economy,21.57,Weekend,2,15,28
101498,1128,5069,Premium,51.53,Weekend,4,13,15
101499,1240,5048,SUV,34.26,Weekend,5,14,40
101500,1236,5069,Shared,58.96,Weekday,4,15,28
101501,1325,5011,Premium,18.43,Weekday,Not given,19,20
101502,1006,5074,SUV,43.87,Weekend,3,21,14
101503,1264,5081,Economy,44.66,Weekday,5,8,65
101504,1439,5097,Economy,36.36,Weekend,Not given,24,73
101505,1202,5043,Shared,39.04,Weekday,5,19,20
101506,1025,5043,Economy,20.96,Weekend,5,10,56
101507,1095,5089,Economy,13.2,Weekend,4,6,45
101508,1431,5036,Premium,11.23,Weekday,5,14,36
101509,1166,5047,Shared,34.46,Weekday,Not given,10,27
101510,1400,5028,SUV,41.68,Weekday,4,18,22
101511,1220,5024,Premium,16.74,Weekday,3,6,42
101512,1119,5069,Economy,22.64,Weekday,3,24,15
101513,1207,5076,Economy,45.81,Weekday,2,16,59
101514,1457,5091,Premium,51.35,Weekday,4,3,54
101515,1054,5055,Economy,18.4,Weekday,4,17,33
101516,1402,5035,Economy,47.6,Weekend,5,4,67
101517,1090,5050,Economy,48.6,Weekday,1,24,43
101518,1123,5029,Economy,32.58,Weekend,3,19,14
101519,1144,5018,Economy,39.88,Weekday,4,7,13
101520,1240,5033,Premium,23.97,Weekend,3,16,34
101521,1144,5069,Shared,50.41,Weekday,3,14,35
101522,1171,5018,Premium,33.08,Weekday,Not given,19,53
101523,1113,5091,Economy,44.12,Weekday,Not given,12,61
101524,1263,5015,Economy,35.18,Weekday,Not given,14,59
101525,1141,5011,Premium,38.48,Weekday,Not given,6,46
101526,1029,5089,Premium,29.75,Weekday,1,12,64
101527,1152,5083,Shared,47.05,Weekday,Not given,16,21
101528,1205,5016,Premium,40.68,Weekday,3,21,57
101529,1393,5027,Economy,7.6,Weekday,Not given,22,28
101530,1267,5004,Shared,64.29,Weekday,5,14,32
101531,1383,5018,Economy,25.07,Weekday,Not given,10,17
101532,1426,5021,Economy,23.93,Weekend,5,13,58
101533,1106,5004,Shared,12.95,Weekday,4,12,34
101534,1482,5028,Economy,57.57,Weekday,3,3,70
101535,1312,5050,Premium,60.52,Weekday,Not given,7,39
101536,1451,5017,Shared,14.76,Weekend,5,16,25
101537,1352,5074,Economy,61.57,Weekday,Not given,17,27
101538,1481,5091,SUV,25.13,Weekday,1,14,27
101539,1384,5032,Premium,48.92,Weekday,5,8,37
101540,1450,5097,Premium,44.79,Weekday,4,14,36
101541,1255,5002,Economy,47.79,Weekend,5,21,31
101542,1204,5082,SUV,39.66,Weekend,3,9,52
101543,1212,5023,Economy,33.77,Weekday,5,8,71
101544,1395,5024,Economy,16.02,Weekend,5,12,17
101545,1106,5052,Shared,39.42,Weekday,5,9,11
101546,1456,5087,Economy,30.07,Weekday,4,10,58
101547,1028,5088,Premium,63.67,Weekday,4,20,20
101548,1185,5082,Premium,29.02,Weekday,4,20,38
101549,1222,5090,Premium,30.34,Weekday,4,22,41
101550,1081,5027,Economy,50.57,Weekend,2,20,73
101551,1098,5043,Economy,20.22,Weekday,4,12,51
101552,1455,5040,Shared,38.3,Weekday,4,6,74
101553,1480,5063,Economy,48.6,Weekend,4,5,36
101554,1078,5065,SUV,20.66,Weekday,3,20,34
101555,1455,5057,Economy,59.92,Weekday,4,19,45
101556,1220,5076,Economy,26.62,Weekend,4,7,19
101557,1097,5081,Shared,47.97,Weekend,5,12,39
101558,1140,5011,Economy,26.45,Weekend,4,23,42
101559,1367,5003,Economy,60.71,Weekday,Not given,13,27
101560,1270,5030,Shared,51.57,Weekday,Not given,15,50
101561,1126,5092,Economy,9.2,Weekday,Not given,17,31
101562,1095,5003,Economy,21.33,Weekday,5,10,57
101563,1421,5027,Premium,59.49,Weekday,Not given,6,35
101564,1013,5011,Premium,21.45,Weekday,5,7,18
101565,1122,5051,Economy,13.66,Weekday,5,8,19
101566,1362,5087,Economy,30.8,Weekday,5,16,10
101567,1230,5084,Economy,25.24,Weekend,4,5,72
101568,1124,5022,SUV,19.28,Weekend,5,10,40
101569,1048,5062,Economy,33.35,Weekday,5,18,32
101570,1317,5081,Shared,23.52,Weekday,5,4,56
101571,1038,5021,Economy,50.89,Weekend,4,21,53
101572,1007,5099,Economy,48.5,Weekday,5,19,60
101573,1104,5003,Economy,17.66,Weekday,4,4,28
101574,1388,5085,Economy,34.41,Weekend,3,6,13
101575,1211,5017,Premium,52.88,Weekday,5,9,58
101576,1040,5056,Economy,29.65,Weekend,3,6,11
101577,1181,5062,Economy,34.93,Weekday,3,15,13
101578,1138,5042,SUV,53.98,Weekday,5,10,68
101579,1064,5027,Economy,31.59,Weekend,5,21,24
101580,1205,5067,Shared,38.48,Weekday,4,5,69
101581,1127,5004,Premium,24.98,Weekday,4,13,74
101582,1244,5023,Premium,12.28,Weekday,4,5,56
101583,1121,5021,Premium,8.51,Weekday,5,20,58
101584,1049,5068,Economy,17.46,Weekend,3,21,45
101585,1351,5027,Economy,60.2,Weekday,3,18,15
101586,1443,5072,Premium,59.2,Weekday,3,22,18
101587,1332,5045,SUV,44.63,Weekend,Not given,16,22
101588,1352,5097,SUV,35.27,Weekday,Not given,5,67
101589,1476,5093,SUV,42.25,Weekday,5,16,42
101590,1153,5018,Economy,27.19,Weekend,4,22,33
101591,1267,5073,Economy,13.16,Weekend,4,4,64
101592,1385,5083,Premium,29.49,Weekday,5,19,65
101593,1268,5050,Premium,29.7,Weekday,Not given,19,26
101594,1293,5038,Premium,47.93,Weekend,4,11,45
101595,1244,5008,Economy,24.91,Weekday,Not given,16,54
101596,1047,5039,SUV,46.64,Weekend,4,7,38
101597,1461,5010,Economy,27.88,Weekday,4,3,23
101598,1234,5079,Economy,61.12,Weekday,Not given,8,11
101599,1385,5055,Shared,31.95,Weekday,5,15,57
101600,1183,5020,Economy,18.65,Weekend,Not given,22,27
101601,1062,5065,Economy,51.95,Weekend,5,12,44
101602,1129,5055,Economy,11.29,Weekend,Not given,23,19
101603,1400,5070,Shared,48.19,Weekend,5,19,15
101604,1081,5025,SUV,39.34,Weekend,4,18,13
101605,1175,5087,Economy,25.96,Weekday,5,22,62
101606,1218,5037,Economy,41.12,Weekday,5,21,42
101607,1371,5040,Premium,26.89,Weekday,5,21,33
101608,1039,5034,Economy,61.51,Weekday,3,23,34
101609,1144,5044,Economy,63.4,Weekday,Not given,20,25
101610,1150,5079,Economy,33.74,Weekday,5,5,20
101611,1051,5044,Shared,42.71,Weekday,3,19,38
101612,1355,5017,Premium,17.93,Weekend,5,5,24
101613,1303,5013,Economy,13.15,Weekday,5,11,36
101614,1287,5085,SUV,10.28,Weekend,Not given,21,34
101615,1070,5061,Economy,32.53,Weekday,Not given,17,56
101616,1194,5019,Premium,17.86,Weekend,5,7,69
101617,1350,5040,Economy,43.43,Weekday,4,17,37
101618,1048,5005,SUV,27.15,Weekday,2,6,66
101619,1137,5019,Economy,63.73,Weekday,5,14,37
101620,1322,5076,Economy,59.81,Weekday,5,9,31
101621,1064,5089,Shared,10.88,Weekday,Not given,24,12
101622,1427,5003,Economy,47.06,Weekday,5,20,57
101623,1094,5006,Economy,56.37,Weekday,1,7,56
101624,1355,5012,Economy,56.08,Weekday,4,18,55
101625,1288,5044,Economy,25.8,Weekday,4,15,61
101626,1426,5053,SUV,12.01,Weekday,Not given,21,19
101627,1445,5045,Economy,14.87,Weekday,Not given,17,24
101628,1015,5037,Premium,56.44,Weekday,4,13,46
101629,1176,5085,Economy,62.74,Weekday,Not given,21,64
101630,1153,5034,Premium,47.4,Weekday,3,4,32
101631,1190,5005,Economy,56.81,Weekend,5,4,36
101632,1290,5060,Premium,28.76,Weekend,5,23,71
101633,1154,5080,Premium,14.56,Weekday,5,18,45
101634,1024,5047,Premium,32.81,Weekend,5,23,13
101635,1250,5021,Economy,30.27,Weekend,3,5,46
101636,1458,5086,Economy,58.89,Weekday,5,18,18
101637,1499,5023,Economy,9.02,Weekday,4,8,64
101638,1305,5049,Premium,46.24,Weekday,3,15,39
101639,1463,5054,Premium,13.54,Weekend,4,21,37
101640,1409,5097,Economy,16.84,Weekday,4,7,64
101641,1125,5034,Economy,30.51,Weekday,5,21,73
101642,1194,5019,Shared,44.16,Weekday,4,5,50
101643,1481,5040,Economy,11.16,Weekday,Not given,13,15
101644,1164,5019,Economy,55.3,Weekday,4,11,19
101645,1314,5047,SUV,21.3,Weekend,Not given,14,52
101646,1401,5022,Economy,36.68,Weekday,5,5,34
101647,1132,5023,Premium,47.59,Weekend,3,5,29
101648,1186,5085,Economy,30.36,Weekday,4,3,31
101649,1278,5051,SUV,9.42,Weekday,2,11,33
101650,1246,5042,SUV,30.55,Weekend,Not given,3,25
101651,1190,5011,Economy,12.25,Weekend,5,6,28
101652,1446,5072,Economy,43.43,Weekend,4,19,35
101653,1041,5097,Premium,11.5,Weekday,5,21,29
101654,1459,5026,Economy,63.09,Weekend,Not given,21,49
101655,1311,5074,Economy,53.13,Weekday,Not given,22,70
101656,1403,5011,SUV,60.35,Weekend,Not given,17,67
101657,1433,5019,Economy,50.88,Weekday,5,22,17
101658,1064,5046,Economy,60.73,Weekend,5,12,50
101659,1215,5025,Economy,43.24,Weekday,5,11,30
101660,1423,5031,Economy,56.42,Weekday,5,11,48
101661,1117,5082,Economy,54.68,Weekday,3,9,21
101662,1353,5095,Premium,37.72,Weekday,3,16,68
101663,1452,5054,Economy,49.77,Weekend,3,16,49
101664,1273,5076,Economy,45.37,Weekend,3,14,63
101665,1018,5095,Economy,7.57,Weekday,3,24,13
101666,1167,5092,Shared,23.65,Weekday,4,17,16
101667,1494,5021,Economy,64.85,Weekday,5,18,54
101668,1374,5015,Premium,27.38,Weekday,3,11,40
101669,1434,5004,Economy,28.33,Weekday,Not given,24,24
101670,1128,5065,Premium,26.17,Weekend,Not given,8,72
101671,1081,5003,Economy,42.02,Weekday,4,5,36
101672,1445,5022,Economy,56.61,Weekday,4,9,73
101673,1328,5094,Shared,13.61,Weekday,5,22,59
101674,1022,5075,Economy,52.24,Weekday,5,11,10
101675,1016,5073,Economy,36.35,Weekday,5,11,28
101676,1009,5052,Economy,33.72,Weekday,4,23,37
101677,1057,5048,Economy,20.35,Weekday,4,5,40
101678,1070,5015,Shared,41.9,Weekday,3,9,67
101679,1027,5099,Shared,24.34,Weekend,4,21,47
101680,1092,5067,Premium,37.02,Weekend,4,9,39
101681,1064,5076,Shared,63.27,Weekend,Not given,15,68
101682,1366,5022,Premium,7.46,Weekday,5,16,40
101683,1140,5089,Economy,63.93,Weekday,5,18,37
101684,1403,5007,Shared,60.4,Weekday,3,19,57
101685,1386,5098,Shared,50.2,Weekday,5,13,66
101686,1408,5095,Economy,48.15,Weekday,4,17,71
101687,1344,5002,Economy,43.4,Weekday,5,24,51
101688,1181,5084,Shared,7.15,Weekday,4,5,22
101689,1273,5051,Economy,28.06,Weekday,4,21,52
101690,1288,5083,Economy,51.05,Weekend,5,12,31
101691,1392,5032,SUV,60.8,Weekday,3,5,57
101692,1321,5011,Economy,49.12,Weekday,5,15,72
101693,1170,5099,Premium,31.41,Weekend,4,8,42
101694,1280,5075,Economy,37.49,Weekday,Not given,16,21
101695,1321,5076,Economy,10.65,Weekday,Not given,7,43
101696,1418,5001,Premium,32.37,Weekday,5,11,19
101697,1473,5070,Economy,25.21,Weekday,4,10,45
101698,1038,5097,Premium,25.1,Weekday,4,9,28
101699,1348,5025,SUV,33.78,Weekend,3,14,47
101700,1272,5034,Shared,22.53,Weekday,5,22,56
101701,1170,5023,Premium,23.03,Weekday,4,19,62
101702,1182,5025,Economy,49.98,Weekday,5,18,25
101703,1476,5057,Shared,56.28,Weekend,4,3,28
101704,1132,5054,Economy,30.37,Weekday,4,24,70
101705,1080,5027,SUV,23.77,Weekday,5,12,56
101706,1408,5046,Shared,29.15,Weekday,5,15,25
101707,1088,5064,Economy,34.28,Weekday,4,19,67
101708,1371,5073,Economy,43.37,Weekday,4,17,69
101709,1164,5093,Premium,57.87,Weekday,5,3,39
101710,1243,5071,Economy,56.29,Weekday,5,9,64
101711,1438,5003,Shared,35.55,Weekday,Not given,7,48
101712,1032,5026,Economy,10.15,Weekend,4,21,45
101713,1127,5017,Economy,29.21,Weekend,4,17,69
101714,1009,5060,Economy,27.55,Weekend,4,22,28
101715,1352,5025,Economy,45.86,Weekday,4,8,61
101716,1050,5004,Shared,20.16,Weekday,5,6,34
101717,1210,5096,Economy,53.5,Weekday,4,11,44
101718,1447,5025,Economy,19.94,Weekday,5,7,52
101719,1472,5082,Economy,20.72,Weekday,4,7,68
101720,1005,5076,SUV,55.34,Weekday,2,9,10
101721,1036,5084,SUV,52.26,Weekday,1,7,19
101722,1107,5039,Economy,35.99,Weekday,3,22,35
101723,1013,5094,Economy,44.17,Weekday,4,3,11
101724,1094,5043,Premium,34.51,Weekend,3,20,59
101725,1048,5086,Economy,45.3,Weekday,5,19,61
101726,1267,5054,Economy,37.65,Weekday,Not given,7,60
101727,1037,5014,SUV,7.14,Weekday,5,24,74
101728,1488,5027,Economy,20.37,Weekday,4,7,64
101729,1191,5058,Economy,20.8,Weekend,5,24,38
101730,1228,5085,Premium,50.08,Weekday,3,6,30
101731,1034,5055,Economy,43.97,Weekday,4,6,24
101732,1472,5015,Premium,38.42,Weekend,5,16,10
101733,1055,5088,Economy,48.26,Weekend,4,20,10
101734,1072,5051,SUV,37.84,Weekday,4,19,47
101735,1346,5046,Economy,54.78,Weekday,3,12,53
101736,1025,5088,Shared,16.19,Weekday,4,8,19
101737,1325,5056,Economy,59.59,Weekday,4,24,42
101738,1205,5027,Shared,40.9,Weekday,Not given,14,33
101739,1471,5089,Premium,35.98,Weekend,4,18,51
101740,1016,5081,Economy,51.15,Weekday,5,11,27
101741,1153,5099,Premium,25.92,Weekday,4,22,50
101742,1026,5042,Premium,45.39,Weekday,5,12,30
101743,1267,5043,SUV,35.25,Weekend,5,11,42
101744,1459,5096,Economy,57.22,Weekend,5,20,68
101745,1203,5076,Economy,54.09,Weekend,4,24,29
101746,1106,5069,Shared,60.89,Weekday,5,14,12
101747,1376,5029,Economy,52.02,Weekend,4,7,65
101748,1271,5005,Shared,39.91,Weekend,5,4,43
101749,1031,5054,Premium,8.51,Weekday,Not given,22,22
101750,1437,5008,Economy,64.32,Weekday,5,19,16
101751,1414,5077,Shared,61.26,Weekday,5,11,43
101752,1123,5052,Shared,34.2,Weekend,3,14,15
101753,1131,5009,Premium,16.64,Weekday,1,5,56
101754,1367,5058,Premium,37.54,Weekday,Not given,24,47
101755,1480,5071,Shared,32.04,Weekday,5,15,71
101756,1456,5011,Shared,40.65,Weekday,4,12,36
101757,1034,5023,Economy,26.35,Weekday,Not given,21,48
101758,1054,5057,Shared,45.03,Weekday,5,16,42
101759,1062,5084,Shared,18.28,Weekend,4,3,34
101760,1365,5019,Economy,53.78,Weekday,5,21,44
101761,1314,5070,Shared,53.29,Weekend,4,17,35
101762,1200,5021,SUV,10.29,Weekday,3,20,24
101763,1388,5004,Premium,52.27,Weekday,4,17,36
101764,1404,5065,Economy,19.82,Weekend,4,24,34
101765,1318,5097,Shared,32.55,Weekend,5,17,23
101766,1386,5070,SUV,18.71,Weekday,Not given,5,59
101767,1314,5069,Shared,16.93,Weekend,Not given,24,57
101768,1198,5016,Shared,40.54,Weekday,4,17,24
101769,1180,5060,Economy,8.23,Weekday,1,22,47
101770,1198,5091,Economy,37.38,Weekday,4,20,32
101771,1144,5054,Shared,24.28,Weekend,Not given,13,50
101772,1470,5012,Shared,61.37,Weekend,5,14,18
101773,1230,5097,Shared,48.29,Weekday,4,14,62
101774,1422,5095,Economy,9.05,Weekday,4,3,11
101775,1182,5054,SUV,55.04,Weekday,5,8,54
101776,1422,5093,Economy,42.0,Weekday,5,19,50
101777,1453,5055,Economy,49.62,Weekday,5,8,20
101778,1142,5067,Economy,8.69,Weekday,4,13,51
101779,1344,5066,SUV,59.61,Weekday,4,23,13
101780,1201,5044,Shared,33.58,Weekday,4,10,34
101781,1319,5008,Economy,9.08,Weekday,4,19,32
101782,1073,5095,Shared,46.96,Weekday,4,14,72
101783,1274,5081,Shared,36.42,Weekend,4,20,29
101784,1044,5091,Economy,32.71,Weekday,Not given,16,45
101785,1449,5083,Premium,20.66,Weekday,4,23,70
101786,1176,5011,Economy,21.59,Weekday,Not given,9,34
101787,1381,5003,Economy,56.24,Weekday,5,23,18
101788,1344,5080,Economy,36.88,Weekday,Not given,12,17
101789,1155,5075,SUV,35.11,Weekday,4,17,69
101790,1370,5074,Economy,36.07,Weekend,4,7,35
101791,1252,5045,Premium,49.76,Weekend,5,6,30
101792,1497,5027,Premium,25.77,Weekday,5,3,43
101793,1414,5056,Economy,53.99,Weekday,Not given,11,24
101794,1307,5009,Shared,60.13,Weekend,5,14,32
101795,1152,5098,Premium,64.26,Weekday,5,15,51
101796,1362,5094,Economy,45.79,Weekday,3,9,19
101797,1160,5048,Premium,37.25,Weekday,Not given,6,52
101798,1415,5023,Shared,11.59,Weekend,5,20,59
101799,1481,5062,Economy,61.15,Weekday,5,6,36
101800,1476,5066,Economy,37.65,Weekday,5,18,40
101801,1398,5068,Shared,28.87,Weekday,4,5,66
101802,1214,5002,Economy,35.62,Weekday,2,16,11
101803,1207,5067,SUV,22.47,Weekend,2,4,23
101804,1233,5030,SUV,49.88,Weekday,5,11,64
101805,1355,5086,Economy,32.1,Weekday,Not given,10,63
101806,1478,5016,Premium,21.13,Weekend,4,17,12
101807,1209,5067,Economy,14.69,Weekday,5,4,10
101808,1051,5096,Economy,64.74,Weekend,4,15,60
101809,1272,5044,Economy,32.09,Weekday,4,12,45
101810,1205,5076,Economy,58.08,Weekend,Not given,3,26
101811,1414,5004,Shared,29.45,Weekday,5,7,67
101812,1192,5034,Economy,32.92,Weekday,Not given,24,22
101813,1084,5011,Economy,21.52,Weekday,4,22,61
101814,1246,5053,Economy,10.75,Weekday,4,24,13
101815,1098,5012,Economy,25.87,Weekend,4,4,62
101816,1126,5025,Economy,43.83,Weekday,4,22,18
101817,1115,5068,Premium,62.5,Weekend,4,21,28
101818,1195,5085,Economy,24.74,Weekday,Not given,6,29
101819,1318,5055,Economy,52.76,Weekday,4,15,30
101820,1474,5049,Shared,21.43,Weekend,Not given,15,41
101821,1348,5047,Premium,47.51,Weekend,Not given,23,24
101822,1002,5066,Premium,60.47,Weekend,Not given,7,52
101823,1142,5044,Economy,24.76,Weekend,5,10,27
101824,1395,5027,Economy,15.11,Weekday,4,23,29
101825,1207,5032,Economy,21.72,Weekday,Not given,6,12
101826,1221,5012,Economy,29.78,Weekday,5,10,69
101827,1475,5065,Economy,51.16,Weekend,5,17,49
101828,1201,5042,Economy,9.06,Weekday,4,12,32
101829,1308,5063,Economy,62.61,Weekday,5,3,20
101830,1146,5088,Economy,26.42,Weekday,4,14,68
101831,1077,5015,Premium,17.17,Weekday,3,4,54
101832,1212,5074,Shared,30.7,Weekday,Not given,10,14
101833,1268,5045,Economy,26.47,Weekday,4,7,50
101834,1446,5092,Economy,45.88,Weekend,Not given,13,28
101835,1292,5002,Economy,13.48,Weekday,5,4,11
101836,1292,5039,Economy,13.72,Weekday,3,3,41
101837,1340,5025,Economy,54.2,Weekday,4,21,24
101838,1433,5028,Premium,45.8,Weekend,4,14,38
101839,1443,5077,Economy,51.91,Weekday,Not given,19,20
101840,1129,5002,SUV,24.73,Weekday,5,4,11
101841,1059,5046,Premium,47.72,Weekday,4,16,12
101842,1025,5078,Economy,26.26,Weekday,4,20,34
101843,1363,5079,Premium,32.21,Weekday,4,18,44
101844,1244,5007,SUV,43.21,Weekday,5,9,54
101845,1492,5083,SUV,36.48,Weekday,5,12,72
101846,1377,5082,Shared,56.8,Weekday,5,18,29
101847,1152,5038,Economy,8.55,Weekday,5,5,32
101848,1335,5018,Economy,15.65,Weekday,Not given,19,45
101849,1439,5053,Economy,16.32,Weekday,5,20,48
101850,1284,5010,Economy,29.44,Weekday,5,9,12
101851,1365,5019,Shared,33.24,Weekday,4,20,72
101852,1028,5055,Economy,47.71,Weekday,5,3,32
101853,1278,5008,Economy,40.1,Weekday,4,13,38
101854,1243,5033,SUV,15.8,Weekday,3,14,31
101855,1364,5004,Premium,32.73,Weekend,5,21,11
101856,1063,5010,Economy,25.36,Weekday,Not given,23,26
101857,1299,5072,Economy,61.5,Weekday,2,19,66
101858,1132,5027,Premium,24.52,Weekday,Not given,20,56
101859,1249,5042,Shared,9.39,Weekday,4,23,23
101860,1395,5040,Shared,9.51,Weekday,4,11,55
101861,1157,5055,Economy,41.14,Weekday,4,15,53
101862,1150,5029,Economy,34.96,Weekday,Not given,17,46
101863,1461,5024,Shared,19.83,Weekday,4,13,37
101864,1273,5041,Shared,31.9,Weekday,Not given,8,11
101865,1333,5059,Economy,46.35,Weekend,5,7,44
101866,1383,5091,Economy,14.85,Weekday,Not given,7,13
101867,1343,5099,Economy,14.02,Weekday,Not given,4,42
101868,1440,5037,Premium,62.49,Weekend,5,17,39
101869,1277,5094,Economy,15.31,Weekday,4,18,62
101870,1301,5055,Economy,45.67,Weekend,5,18,54
101871,1159,5040,Economy,23.02,Weekend,Not given,22,10
101872,1484,5096,Shared,52.15,Weekday,5,21,60
101873,1031,5054,SUV,9.15,Weekday,5,20,70
101874,1484,5002,Economy,21.12,Weekday,4,11,37
101875,1097,5048,Premium,38.1,Weekday,5,12,56
101876,1037,5099,Economy,23.39,Weekday,5,15,61
101877,1146,5086,Economy,35.62,Weekday,Not given,3,69
101878,1457,5064,Shared,28.84,Weekday,4,14,50
101879,1413,5062,Premium,8.95,Weekday,5,23,63
101880,1253,5052,Economy,64.82,Weekday,1,16,57
101881,1204,5092,Economy,37.27,Weekday,3,7,73
101882,1346,5001,Economy,49.04,Weekend,Not given,10,26
101883,1187,5035,Economy,61.08,Weekend,4,20,21
101884,1247,5082,Premium,23.05,Weekend,4,12,27
101885,1128,5086,Economy,41.52,Weekday,Not given,6,41
101886,1291,5067,Economy,10.98,Weekend,1,10,42
101887,1425,5024,Economy,50.22,Weekday,3,3,11
101888,1094,5031,Economy,33.67,Weekend,Not given,19,17
101889,1447,5042,Premium,45.0,Weekday,5,10,67
101890,1236,5034,Shared,12.74,Weekday,4,18,19
101891,1030,5046,Economy,39.75,Weekend,Not given,4,62
101892,1268,5007,Economy,53.04,Weekday,5,20,70
101893,1422,5043,Premium,57.92,Weekday,4,18,34
101894,1099,5056,Premium,14.83,Weekday,5,3,57
101895,1321,5017,Shared,23.29,Weekend,3,6,35
101896,1397,5037,Economy,52.71,Weekday,5,23,23
101897,1452,5012,Economy,21.27,Weekday,4,23,15
101898,1481,5059,Economy,39.72,Weekday,5,15,66
101899,1408,5018,Premium,62.98,Weekend,4,5,72
101900,1454,5087,Economy,64.45,Weekend,4,6,18
101901,1018,5078,Shared,30.23,Weekday,5,6,60
101902,1169,5094,Premium,44.59,Weekday,Not given,19,45
101903,1496,5089,Economy,57.83,Weekday,4,21,37
101904,1489,5032,Economy,25.08,Weekday,3,14,12
101905,1467,5099,Shared,41.13,Weekday,4,10,48
101906,1046,5028,Economy,40.9,Weekday,3,17,35
101907,1493,5015,Economy,40.33,Weekday,3,17,60
101908,1133,5084,Economy,46.36,Weekday,4,20,31
101909,1154,5096,Premium,23.05,Weekday,5,8,59
101910,1401,5006,Economy,25.56,Weekday,3,24,29
101911,1404,5035,Economy,34.86,Weekday,5,23,10
101912,1273,5021,Economy,43.28,Weekday,4,22,47
101913,1337,5079,SUV,47.5,Weekday,Not given,4,50
101914,1035,5027,SUV,21.52,Weekday,4,15,57
101915,1094,5077,Shared,48.48,Weekday,4,8,20
101916,1343,5099,Premium,54.82,Weekday,4,17,66
101917,1428,5067,Economy,14.19,Weekend,5,5,28
101918,1232,5015,SUV,46.76,Weekday,2,3,56
101919,1288,5077,Economy,29.95,Weekday,4,8,74
101920,1021,5086,Premium,54.07,Weekday,Not given,21,41
101921,1221,5017,Economy,15.61,Weekday,5,12,19
101922,1174,5021,Economy,20.89,Weekday,5,23,46
101923,1457,5061,Economy,20.35,Weekday,4,22,46
101924,1077,5061,Economy,31.72,Weekday,3,20,58
101925,1149,5074,Economy,8.55,Weekday,5,7,54
101926,1017,5077,Economy,27.71,Weekend,5,3,54
101927,1238,5018,Premium,23.52,Weekend,5,3,32
101928,1051,5038,SUV,31.65,Weekday,Not given,19,34
101929,1439,5074,Shared,34.36,Weekday,3,15,29
101930,1362,5058,Economy,18.03,Weekday,3,5,22
101931,1499,5031,Economy,63.14,Weekday,4,15,50
101932,1206,5098,SUV,27.97,Weekday,5,3,16
101933,1059,5026,Economy,32.18,Weekday,5,4,41
101934,1353,5092,Economy,30.95,Weekday,5,9,22
101935,1280,5026,Premium,48.21,Weekday,Not given,8,11
101936,1175,5037,Economy,34.36,Weekend,Not given,10,42
101937,1441,5019,Shared,17.73,Weekday,4,20,46
101938,1334,5099,Economy,38.13,Weekday,3,20,49
101939,1438,5015,Premium,14.97,Weekend,4,21,67
101940,1412,5050,Economy,57.91,Weekday,4,23,33
101941,1383,5041,SUV,64.22,Weekend,Not given,12,38
101942,1116,5024,SUV,11.47,Weekend,3,14,14
101943,1435,5056,Premium,46.61,Weekday,4,8,31
101944,1313,5049,Economy,60.15,Weekday,4,6,67
101945,1276,5024,Economy,36.3,Weekend,5,24,20
101946,1254,5038,Economy,50.54,Weekend,5,19,46
101947,1431,5040,Shared,26.83,Weekday,3,19,62
101948,1341,5060,Premium,17.03,Weekday,4,14,58
101949,1312,5004,Economy,37.48,Weekday,5,8,39
101950,1086,5064,SUV,32.5,Weekend,2,10,51
101951,1161,5080,Economy,18.05,Weekday,4,24,11
101952,1153,5083,Economy,8.64,Weekday,5,5,57
101953,1244,5002,Premium,30.09,Weekday,4,10,55
101954,1002,5018,Shared,61.24,Weekday,4,12,65
101955,1164,5046,Economy,12.83,Weekday,5,14,33
101956,1127,5046,Economy,30.66,Weekday,4,17,64
101957,1006,5063,Premium,24.13,Weekday,3,9,68
101958,1203,5053,Economy,60.67,Weekday,1,6,11
101959,1155,5061,Economy,59.71,Weekday,5,13,48
101960,1299,5017,Economy,57.5,Weekend,5,16,18
101961,1444,5004,Premium,11.64,Weekday,4,5,63
101962,1171,5030,Economy,43.84,Weekend,1,5,54
101963,1013,5049,SUV,45.54,Weekend,Not given,4,68
